x,y
54.96714153011233,32.11445850271437
48.61735698828815,33.855761696494724
56.47688538100692,21.245604821407756
65.23029856408026,35.429995465492986
47.658466252766644,20.576020280774188
47.6586304305082,21.393688296430618
65.79212815507391,29.93409445634261
57.67434729152909,24.517219797365463
45.30525614065048,22.895236210049372
55.42560043585965,23.558049635874635
45.365823071875376,24.03519566483688
45.34270246429743,22.42016068490303
52.41962271566034,25.01507112349812
30.86719755342202,10.89578046650302
32.75082167486967,13.491554184593172
44.37712470759027,25.965518482923915
39.87168879665576,22.440430336449783
53.142473325952736,21.683460438983612
40.91975924478789,20.956541149540076
35.87696298664709,21.69541711018249
64.65648768921554,23.98121743900091
47.74223699513465,26.587919459467
50.67528204687924,22.024522228710385
35.75251813786544,20.729252411898514
44.556172754748175,18.461790594661505
51.10922589709866,16.530202445226735
38.490064225776976,11.107319923472675
53.75698018345672,27.11891482503527
43.99361310081195,23.295419059013383
47.083062502067236,19.019948125511576
43.98293387770603,25.184429232739884
68.52278184508938,25.953790611199892
49.86502775262066,24.60211488307375
39.422890710440996,13.656364356408215
58.225449121031886,25.853544021505147
37.791563500289776,19.132775106726957
52.08863595004755,21.742251148604016
30.403298761202244,13.278871659451996
36.71813951101569,23.390533801580048
51.96861235869123,23.09984683172987
57.38466579995411,32.870793460302764
51.7136828118997,20.20830713266176
48.843517176117594,27.07077947763521
46.98896304410711,30.702324625343056
35.214780096325725,5.249167547526415
42.801557916052914,17.41630268067407
45.393612290402125,25.582166781103762
60.57122226218915,29.27038420087961
53.43618289568462,28.573820814698852
32.36959844637266,13.164873289607229
53.24083969394795,27.053368784338474
46.149177195836835,22.29620242095802
43.23077999694041,27.45430030676924
56.11676288840868,29.330485660710405
60.30999522495951,31.843010922855765
59.31280119116199,27.597015764968656
41.607824767773614,18.36588126352434
46.907876241487855,21.291147181645822
53.31263431403564,28.628577868909304
59.75545127122359,27.77280323151048
45.2082576215471,24.05300309525561
48.14341023336183,34.44870910990811
38.93665025993972,23.82394864712832
38.037933759193294,17.388849218757443
58.125258223941984,35.068698722790714
63.56240028570823,29.740823277746358
49.27989878419666,14.449326716209061
60.03532897892024,24.9772329348731
53.61636025047634,17.45422052010889
43.54880245394876,20.016833806767835
53.61395605508414,26.899069923489826
65.38036566465969,41.07236939370626
49.64173960890049,26.455506673271056
65.64643655814007,31.727715635025714
23.802548959102555,16.048302385468723
58.21902504375224,18.053835976836694
50.870470682381715,26.61330813173369
47.009926495341325,27.3592892171055
50.91760776535502,18.065872653778303
30.124310853991073,20.78092564303018
47.80328112162488,25.59412259828451
53.57112571511746,24.709123288054723
64.77894044741517,35.55337955423901
44.81729781726352,33.76211319765374
41.91506397106812,21.866863260826538
